Record_Date,Security_Type_Description,Security_Class_Description,Debt_Held_by_the_PublicM,Intragovernmental_HoldingsM,Total_Public_Debt_OutstandingM,Source_Line_Number,Fiscal_Year,Fiscal_Quarter_Number,Calendar_Year,Calendar_Quarter_Number,Calendar_Month_Number,Calendar_Day_Number
31/08/2004,Nonmarketable,Other,4584.347047,0,4584.347047,12,2004,4,2004,3,8,31
31/08/2004,Total Nonmarketable,_,458003.8803,3052243.296,3510247.322,13,2004,4,2004,3,8,31
31/08/2004,Total Public Debt Outstanding,_,4298491.596,3052458.096,7350949.838,14,2004,4,2004,3,8,31
31/07/2004,Marketable,Bills,962514.165,30.4,962544.565,1,2004,4,2004,3,7,31
31/07/2004,Marketable,Notes,2067221.05,44.669687,2067265.72,2,2004,4,2004,3,7,31
31/07/2004,Marketable,Bonds,555915.7152,140.671,556056.3862,3,2004,4,2004,3,7,31
31/07/2004,Marketable,Treasury Inflation-Protected Securities,222608.8449,0,222608.8449,4,2004,4,2004,3,7,31
31/07/2004,Total Marketable,_,3808259.775,215.740687,3808475.516,5,2004,4,2004,3,7,31
31/07/2004,Nonmarketable,Domestic Series,29995.18,0,29995.18,6,2004,4,2004,3,7,31
31/07/2004,Nonmarketable,Foreign Series,6431.36459,0,6431.36459,7,2004,4,2004,3,7,31
31/07/2004,Nonmarketable,R.E.A. Series,1.053,0,1.053,8,2004,4,2004,3,7,31
31/07/2004,Nonmarketable,State and Local Government Series,156803.2979,0,156803.2979,9,2004,4,2004,3,7,31
31/07/2004,Nonmarketable,United States Savings Securities,204558.5431,0,204558.5431,10,2004,4,2004,3,7,31
31/07/2004,Nonmarketable,Government Account Series,57293.6405,3048437.57,3105732.211,11,2004,4,2004,3,7,31
31/07/2004,Nonmarketable,Other,4570.246195,0,4570.246195,12,2004,4,2004,3,7,31
31/07/2004,Total Nonmarketable,_,459654.3252,3048437.57,3508091.896,13,2004,4,2004,3,7,31
31/07/2004,Total Public Debt Outstanding,_,4267913.1,3048654.311,7316568.411,14,2004,4,2004,3,7,31
30/06/2004,Marketable,Bills,946758.913,30.4,946789.313,1,2004,3,2004,2,6,30
30/06/2004,Marketable,Notes,2052220.677,43.45,2052264.127,2,2004,3,2004,2,6,30
30/06/2004,Marketable,Bonds,555923.0633,140.671,556063.7343,3,2004,3,2004,2,6,30
30/06/2004,Marketable,Treasury Inflation-Protected Securities,200390.8997,0,200390.8997,4,2004,3,2004,2,6,30
30/06/2004,Total Marketable,_,3755293.553,214.521,3755508.074,5,2004,3,2004,2,6,30
30/06/2004,Nonmarketable,Domestic Series,29995.18,0,29995.18,6,2004,3,2004,2,6,30
30/06/2004,Nonmarketable,Foreign Series,6431.36459,0,6431.36459,7,2004,3,2004,2,6,30
30/06/2004,Nonmarketable,R.E.A. Series,1.053,0,1.053,8,2004,3,2004,2,6,30
30/06/2004,Nonmarketable,State and Local Government Series,161474.4935,0,161474.4935,9,2004,3,2004,2,6,30
30/06/2004,Nonmarketable,United States Savings Securities,204630.5137,0,204630.5137,10,2004,3,2004,2,6,30
30/06/2004,Nonmarketable,Government Account Series,56513.81833,3055209.81,3111724.103,11,2004,3,2004,2,6,30
30/06/2004,Nonmarketable,Other,4570.512364,0,4570.512364,12,2004,3,2004,2,6,30
30/06/2004,Total Nonmarketable,_,463616.9355,3055209.81,3518827.22,13,2004,3,2004,2,6,30
30/06/2004,Total Public Debt Outstanding,_,4218910.488,3055425.331,7274335.294,14,2004,3,2004,2,6,30
31/05/2004,Marketable,Bills,958051.142,30.4,958081.542,1,2004,3,2004,2,5,31
31/05/2004,Marketable,Notes,2030668.787,34,2030702.787,2,2004,3,2004,2,5,31
31/05/2004,Marketable,Bonds,555933.7708,140.671,556074.4418,3,2004,3,2004,2,5,31
31/05/2004,Marketable,Inflation-Indexed Notes,152777.4052,0,152777.4052,4,2004,3,2004,2,5,31
31/05/2004,Marketable,Inflation-Indexed Bonds,46953.67998,0,46953.67998,5,2004,3,2004,2,5,31
31/05/2004,Total Marketable,_,3744384.785,205.071,3744589.856,6,2004,3,2004,2,5,31
31/05/2004,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2004,3,2004,2,5,31
31/05/2004,Nonmarketable,Foreign Series,6431.36459,0,6431.36459,8,2004,3,2004,2,5,31
31/05/2004,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2004,3,2004,2,5,31
31/05/2004,Nonmarketable,State and Local Government Series,161058.4101,0,161058.4101,10,2004,3,2004,2,5,31
31/05/2004,Nonmarketable,United States Savings Securities,204665.9121,0,204665.9121,11,2004,3,2004,2,5,31
31/05/2004,Nonmarketable,Government Account Series,56135.46628,2989089.974,3045225.44,12,2004,3,2004,2,5,31
31/05/2004,Nonmarketable,Other,4416.002954,0,4416.002954,13,2004,3,2004,2,5,31
31/05/2004,Total Nonmarketable,_,462703.3889,2989089.974,3451793.363,14,2004,3,2004,2,5,31
31/05/2004,Total Public Debt Outstanding,_,4207088.174,2989295.045,7196383.219,15,2004,3,2004,2,5,31
30/04/2004,Marketable,Bills,933395.873,30.4,933426.273,1,2004,3,2004,2,4,30
30/04/2004,Marketable,Notes,2001113.931,34,2001147.931,2,2004,3,2004,2,4,30
30/04/2004,Marketable,Bonds,564168.8098,232.221,564401.0308,3,2004,3,2004,2,4,30
30/04/2004,Marketable,Inflation-Indexed Notes,151803.4084,0,151803.4084,4,2004,3,2004,2,4,30
30/04/2004,Marketable,Inflation-Indexed Bonds,46654.37022,0,46654.37022,5,2004,3,2004,2,4,30
30/04/2004,Total Marketable,_,3697136.392,296.621,3697433.013,6,2004,3,2004,2,4,30
30/04/2004,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2004,3,2004,2,4,30
30/04/2004,Nonmarketable,Foreign Series,6731.36459,0,6731.36459,8,2004,3,2004,2,4,30
30/04/2004,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2004,3,2004,2,4,30
30/04/2004,Nonmarketable,State and Local Government Series,161633.7294,0,161633.7294,10,2004,3,2004,2,4,30
30/04/2004,Nonmarketable,United States Savings Securities,204538.9714,0,204538.9714,11,2004,3,2004,2,4,30
30/04/2004,Nonmarketable,Government Account Series,54521.04878,2974514.715,3029035.763,12,2004,3,2004,2,4,30
30/04/2004,Nonmarketable,Other,4420.275851,0,4420.275851,13,2004,3,2004,2,4,30
30/04/2004,Total Nonmarketable,_,461841.623,2974514.715,3436356.338,14,2004,3,2004,2,4,30
30/04/2004,Total Public Debt Outstanding,_,4158978.015,2974811.336,7133789.351,15,2004,3,2004,2,4,30
31/03/2004,Marketable,Bills,984940.157,30.4,984970.557,1,2004,2,2004,1,3,31
31/03/2004,Marketable,Notes,1983436.521,29,1983465.521,2,2004,2,2004,1,3,31
31/03/2004,Marketable,Bonds,564170.526,232.221,564402.747,3,2004,2,2004,1,3,31
31/03/2004,Marketable,Inflation-Indexed Notes,141970.722,0,141970.722,4,2004,2,2004,1,3,31
31/03/2004,Marketable,Inflation-Indexed Bonds,46404.882,0,46404.882,5,2004,2,2004,1,3,31
31/03/2004,Total Marketable,_,3720922.808,291.621,3721214.429,6,2004,2,2004,1,3,31
31/03/2004,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2004,2,2004,1,3,31
31/03/2004,Nonmarketable,Foreign Series,6731.36459,0,6731.36459,8,2004,2,2004,1,3,31
31/03/2004,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2004,2,2004,1,3,31
31/03/2004,Nonmarketable,State and Local Government Series,155711.8119,0,155711.8119,10,2004,2,2004,1,3,31
31/03/2004,Nonmarketable,United States Savings Securities,204465.3261,0,204465.3261,11,2004,2,2004,1,3,31
31/03/2004,Nonmarketable,Government Account Series,54713.97314,2953903.1,3008617.073,12,2004,2,2004,1,3,31
31/03/2004,Nonmarketable,Other,4331.983199,0,4331.983199,13,2004,2,2004,1,3,31
31/03/2004,Total Nonmarketable,_,455950.6919,2953903.1,3409853.791,14,2004,2,2004,1,3,31
31/03/2004,Total Public Debt Outstanding,_,4176874.5,2954193.721,7131068.22,15,2004,2,2004,1,3,31
29/02/2004,Marketable,Bills,958164.208,30.4,958194.608,1,2004,2,2004,1,2,29
29/02/2004,Marketable,Notes,1952714.158,29,1952743.158,2,2004,2,2004,1,2,29
29/02/2004,Marketable,Bonds,564174.314,232.221,564406.535,3,2004,2,2004,1,2,29
29/02/2004,Marketable,Inflation-Indexed Notes,141338.73,0,141338.73,4,2004,2,2004,1,2,29
29/02/2004,Marketable,Inflation-Indexed Bonds,46188.295,0,46188.295,5,2004,2,2004,1,2,29
29/02/2004,Total Marketable,_,3662579.705,291.621,3662871.326,6,2004,2,2004,1,2,29
29/02/2004,Nonmarketable,Depositary Compensation Securities,16330,0,16330,7,2004,2,2004,1,2,29
29/02/2004,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,2,2004,1,2,29
29/02/2004,Nonmarketable,Foreign Series,6731.36459,0,6731.36459,9,2004,2,2004,1,2,29
29/02/2004,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,2,2004,1,2,29
29/02/2004,Nonmarketable,State and Local Government Series,147602.9859,0,147602.9859,11,2004,2,2004,1,2,29
29/02/2004,Nonmarketable,United States Savings Securities,204518.3263,0,204518.3263,12,2004,2,2004,1,2,29
29/02/2004,Nonmarketable,Government Account Series,53611.54385,2966057.897,3019670.441,13,2004,2,2004,1,2,29
29/02/2004,Nonmarketable,Other,4223.165,0,4223.165,14,2004,2,2004,1,2,29
29/02/2004,Total Nonmarketable,_,463013.6186,2966057.897,3429071.515,15,2004,2,2004,1,2,29
29/02/2004,Total Public Debt Outstanding,_,4125593.324,2966349.518,7091942.841,16,2004,2,2004,1,2,29
31/01/2004,Marketable,Bills,907840.971,30.4,907871.371,1,2004,2,2004,1,1,31
31/01/2004,Marketable,Notes,1921742.437,36.95,1921779.387,2,2004,2,2004,1,1,31
31/01/2004,Marketable,Bonds,564179.9081,232.221,564412.1291,3,2004,2,2004,1,1,31
31/01/2004,Marketable,Inflation-Indexed Notes,141485.5743,0,141485.5743,4,2004,2,2004,1,1,31
31/01/2004,Marketable,Inflation-Indexed Bonds,46240.81604,0,46240.81604,5,2004,2,2004,1,1,31
31/01/2004,Total Marketable,_,3581489.706,299.571,3581789.277,6,2004,2,2004,1,1,31
31/01/2004,Nonmarketable,Depositary Compensation Securities,18812,0,18812,7,2004,2,2004,1,1,31
31/01/2004,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,2,2004,1,1,31
31/01/2004,Nonmarketable,Foreign Series,5881.36459,0,5881.36459,9,2004,2,2004,1,1,31
31/01/2004,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,2,2004,1,1,31
31/01/2004,Nonmarketable,State and Local Government Series,147438.4916,0,147438.4916,11,2004,2,2004,1,1,31
31/01/2004,Nonmarketable,United States Savings Securities,204253.8439,0,204253.8439,12,2004,2,2004,1,1,31
31/01/2004,Nonmarketable,Government Account Series,53088.42115,2963734.187,3016821.608,13,2004,2,2004,1,1,31
31/01/2004,Nonmarketable,Other,4240.91895,0,4240.91895,14,2004,2,2004,1,1,31
31/01/2004,Total Nonmarketable,_,463711.2731,2963734.187,3427445.46,15,2004,2,2004,1,1,31
31/01/2004,Total Public Debt Outstanding,_,4045200.979,2964033.758,7009234.737,16,2004,2,2004,1,1,31
31/12/2003,Marketable,Bills,928768.474,30.4,928798.874,1,2004,1,2003,4,12,31
31/12/2003,Marketable,Notes,1905725.414,46.95,1905772.364,2,2004,1,2003,4,12,31
31/12/2003,Marketable,Bonds,564186.003,232.221,564418.224,3,2004,1,2003,4,12,31
31/12/2003,Marketable,Inflation-Indexed Notes,129829.425,0,129829.425,4,2004,1,2003,4,12,31
31/12/2003,Marketable,Inflation-Indexed Bonds,46363.604,0,46363.604,5,2004,1,2003,4,12,31
31/12/2003,Total Marketable,_,3574872.92,309.571,3575182.491,6,2004,1,2003,4,12,31
31/12/2003,Nonmarketable,Depositary Compensation Securities,18812,0,18812,7,2004,1,2003,4,12,31
31/12/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,1,2003,4,12,31
31/12/2003,Nonmarketable,Foreign Series,9701.958,0,9701.958,9,2004,1,2003,4,12,31
31/12/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,1,2003,4,12,31
31/12/2003,Nonmarketable,State and Local Government Series,149188.813,0,149188.813,11,2004,1,2003,4,12,31
31/12/2003,Nonmarketable,United States Savings Securities,203861.622,0,203861.622,12,2004,1,2003,4,12,31
31/12/2003,Nonmarketable,Government Account Series,53568.90202,2953410.968,3006979.87,13,2004,1,2003,4,12,31
31/12/2003,Nonmarketable,Other,4241.199,0,4241.199,14,2004,1,2003,4,12,31
31/12/2003,Total Nonmarketable,_,469370.727,2953410.968,3422781.695,15,2004,1,2003,4,12,31
31/12/2003,Total Public Debt Outstanding,_,4044243.647,2953719.539,6997964.186,16,2004,1,2003,4,12,31
30/11/2003,Marketable,Bills,954723.089,30.4,954753.489,1,2004,1,2003,4,11,30
30/11/2003,Marketable,Notes,1867370.202,46.95,1867417.152,2,2004,1,2003,4,11,30
30/11/2003,Marketable,Bonds,564199.04,232.221,564431.261,3,2004,1,2003,4,11,30
30/11/2003,Marketable,Inflation-Indexed Notes,129951.219,0,129951.219,4,2004,1,2003,4,11,30
30/11/2003,Marketable,Inflation-Indexed Bonds,46406.947,0,46406.947,5,2004,1,2003,4,11,30
30/11/2003,Total Marketable,_,3562650.497,309.571,3562960.068,6,2004,1,2003,4,11,30
30/11/2003,Nonmarketable,Depositary Compensation Securities,20662,0,20662,7,2004,1,2003,4,11,30
30/11/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,1,2003,4,11,30
30/11/2003,Nonmarketable,Foreign Series,9856.958,0,9856.958,9,2004,1,2003,4,11,30
30/11/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,1,2003,4,11,30
30/11/2003,Nonmarketable,State and Local Government Series,148345.949,0,148345.949,11,2004,1,2003,4,11,30
30/11/2003,Nonmarketable,United States Savings Securities,203585,0,203585,12,2004,1,2003,4,11,30
30/11/2003,Nonmarketable,Government Account Series,53519.119,2891851.167,2945370.286,13,2004,1,2003,4,11,30
30/11/2003,Nonmarketable,Other,4289.628,0,4289.628,14,2004,1,2003,4,11,30
30/11/2003,Total Nonmarketable,_,470253.887,2891851.167,3362105.054,15,2004,1,2003,4,11,30
30/11/2003,Total Public Debt Outstanding,_,4032905.384,2892160.738,6925065.122,16,2004,1,2003,4,11,30
31/10/2003,Marketable,Bills,943890.286,30.4,943920.686,1,2004,1,2003,4,10,31
31/10/2003,Marketable,Notes,1822640.071,46.95,1822687.021,2,2004,1,2003,4,10,31
31/10/2003,Marketable,Bonds,576586.043,309.921,576895.964,3,2004,1,2003,4,10,31
31/10/2003,Marketable,Inflation-Indexed Notes,129528.132,0,129528.132,4,2004,1,2003,4,10,31
31/10/2003,Marketable,Inflation-Indexed Bonds,46256.112,0,46256.112,5,2004,1,2003,4,10,31
31/10/2003,Total Marketable,_,3518900.644,387.271,3519287.915,6,2004,1,2003,4,10,31
31/10/2003,Nonmarketable,Depositary Compensation Securities,20662,0,20662,7,2004,1,2003,4,10,31
31/10/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,1,2003,4,10,31
31/10/2003,Nonmarketable,Foreign Series,11006.958,0,11006.958,9,2004,1,2003,4,10,31
31/10/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,1,2003,4,10,31
31/10/2003,Nonmarketable,State and Local Government Series,149093.539,0,149093.539,11,2004,1,2003,4,10,31
31/10/2003,Nonmarketable,United States Savings Securities,203009.8,0,203009.8,12,2004,1,2003,4,10,31
31/10/2003,Nonmarketable,Government Account Series,53446.056,2881780.406,2935227.462,13,2004,1,2003,4,10,31
31/10/2003,Nonmarketable,Other,4392.446,0,4392.446,14,2004,1,2003,4,10,31
31/10/2003,Total Nonmarketable,_,471607.032,2881780.406,3353388.438,15,2004,1,2003,4,10,31
31/10/2003,Total Public Debt Outstanding,_,3990507.676,2882167.677,6872676.353,16,2004,1,2003,4,10,31
30/09/2003,Marketable,Bills,918195.682,31.4,918227.082,1,2003,4,2003,3,9,30
30/09/2003,Marketable,Notes,1799423.885,46.95,1799470.835,2,2003,4,2003,3,9,30
30/09/2003,Marketable,Bonds,576590.3074,309.921,576900.2284,3,2003,4,2003,3,9,30
30/09/2003,Marketable,Inflation-Indexed Notes,120035.078,0,120035.078,4,2003,4,2003,3,9,30
30/09/2003,Marketable,Inflation-Indexed Bonds,46084.714,0,46084.714,5,2003,4,2003,3,9,30
30/09/2003,Total Marketable,_,3460329.666,388.271,3460717.937,6,2003,4,2003,3,9,30
30/09/2003,Nonmarketable,Depositary Compensation Securities,14991,0,14991,7,2003,4,2003,3,9,30
30/09/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,4,2003,3,9,30
30/09/2003,Nonmarketable,Foreign Series,11006.958,0,11006.958,9,2003,4,2003,3,9,30
30/09/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,4,2003,3,9,30
30/09/2003,Nonmarketable,State and Local Government Series,148366.0482,0,148366.0482,11,2003,4,2003,3,9,30
30/09/2003,Nonmarketable,United States Savings Securities,201561.262,0,201561.262,12,2003,4,2003,3,9,30
30/09/2003,Nonmarketable,Government Account Series,53463.326,2858752.636,2912215.962,13,2003,4,2003,3,9,30
30/09/2003,Nonmarketable,Other,4375.611,0,4375.611,14,2003,4,2003,3,9,30
30/09/2003,Total Nonmarketable,_,463760.4382,2858752.636,3322513.074,15,2003,4,2003,3,9,30
30/09/2003,Total Public Debt Outstanding,_,3924090.104,2859140.907,6783231.011,16,2003,4,2003,3,9,30
31/08/2003,Marketable,Bills,961642.182,31.4,961673.582,1,2003,4,2003,3,8,31
31/08/2003,Marketable,Notes,1749630.655,46.95,1749677.605,2,2003,4,2003,3,8,31
31/08/2003,Marketable,Bonds,576600.501,309.921,576910.422,3,2003,4,2003,3,8,31
31/08/2003,Marketable,Inflation-Indexed Notes,119904.628,0,119904.628,4,2003,4,2003,3,8,31
31/08/2003,Marketable,Inflation-Indexed Bonds,46034.452,0,46034.452,5,2003,4,2003,3,8,31
31/08/2003,Total Marketable,_,3453812.418,388.271,3454200.689,6,2003,4,2003,3,8,31
31/08/2003,Nonmarketable,Depositary Compensation Securities,44701,0,44701,7,2003,4,2003,3,8,31
31/08/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,4,2003,3,8,31
31/08/2003,Nonmarketable,Foreign Series,11106.958,0,11106.958,9,2003,4,2003,3,8,31
31/08/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,4,2003,3,8,31
31/08/2003,Nonmarketable,State and Local Government Series,149855.003,0,149855.003,11,2003,4,2003,3,8,31
31/08/2003,Nonmarketable,United States Savings Securities,200773.368,0,200773.368,12,2003,4,2003,3,8,31
31/08/2003,Nonmarketable,Government Account Series,53365.097,2841793.229,2895158.326,13,2003,4,2003,3,8,31
31/08/2003,Nonmarketable,Other,4249.783,0,4249.783,14,2003,4,2003,3,8,31
31/08/2003,Total Nonmarketable,_,494047.442,2841793.229,3335839.671,15,2003,4,2003,3,8,31
31/08/2003,Total Public Debt Outstanding,_,3947859.86,2842180.5,6790041.36,16,2003,4,2003,3,8,31
31/07/2003,Marketable,Bills,937012.074,31.4,937043.474,1,2003,4,2003,3,7,31
31/07/2003,Marketable,Notes,1727709.02,46.95,1727755.97,2,2003,4,2003,3,7,31
31/07/2003,Marketable,Bonds,582194.024,309.921,582503.945,3,2003,4,2003,3,7,31
31/07/2003,Marketable,Inflation-Indexed Notes,119793.985,0,119793.985,4,2003,4,2003,3,7,31
31/07/2003,Marketable,Inflation-Indexed Bonds,45988.486,0,45988.486,5,2003,4,2003,3,7,31
31/07/2003,Total Marketable,_,3412696.589,388.271,3413085.86,6,2003,4,2003,3,7,31
31/07/2003,Nonmarketable,Depositary Compensation Securities,44701,0,44701,7,2003,4,2003,3,7,31
31/07/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,4,2003,3,7,31
31/07/2003,Nonmarketable,Foreign Series,11556.958,0,11556.958,9,2003,4,2003,3,7,31
31/07/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,4,2003,3,7,31
31/07/2003,Nonmarketable,State and Local Government Series,146673.394,0,146673.394,11,2003,4,2003,3,7,31
31/07/2003,Nonmarketable,United States Savings Securities,200036.273,0,200036.273,12,2003,4,2003,3,7,31
31/07/2003,Nonmarketable,Government Account Series,52996.774,2847912.617,2900910.391,13,2003,4,2003,3,7,31
31/07/2003,Nonmarketable,Other,4235.833,0,4235.833,14,2003,4,2003,3,7,31
31/07/2003,Total Nonmarketable,_,490196.465,2847912.617,3338109.082,15,2003,4,2003,3,7,31
31/07/2003,Total Public Debt Outstanding,_,3902894.054,2848300.888,6751194.942,16,2003,4,2003,3,7,31
30/06/2003,Marketable,Bills,927753.797,34.4,927788.197,1,2003,3,2003,2,6,30
30/06/2003,Marketable,Notes,1713722.596,38.95,1713761.546,2,2003,3,2003,2,6,30
30/06/2003,Marketable,Bonds,582197.033,309.894,582506.927,3,2003,3,2003,2,6,30
30/06/2003,Marketable,Inflation-Indexed Notes,108967.43,0,108967.43,4,2003,3,2003,2,6,30
30/06/2003,Marketable,Inflation-Indexed Bonds,46065.239,0,46065.239,5,2003,3,2003,2,6,30
30/06/2003,Total Marketable,_,3378705.095,383.244,3379089.339,6,2003,3,2003,2,6,30
30/06/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2003,3,2003,2,6,30
30/06/2003,Nonmarketable,Foreign Series,11656.958,0,11656.958,8,2003,3,2003,2,6,30
30/06/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2003,3,2003,2,6,30
30/06/2003,Nonmarketable,State and Local Government Series,140496.791,0,140496.791,10,2003,3,2003,2,6,30
30/06/2003,Nonmarketable,United States Savings Securities,199180.861,0,199180.861,11,2003,3,2003,2,6,30
30/06/2003,Nonmarketable,Government Account Series,52558.504,2852906.849,2905466.353,12,2003,3,2003,2,6,30
30/06/2003,Nonmarketable,Other,4236.145,0,4236.145,13,2003,3,2003,2,6,30
30/06/2003,Total Nonmarketable,_,438126.492,2852906.849,3291033.341,14,2003,3,2003,2,6,30
30/06/2003,Total Public Debt Outstanding,_,3816830.587,2853290.093,6670120.68,15,2003,3,2003,2,6,30
31/05/2003,Marketable,Bills,910751.34,34.4,910785.74,1,2003,3,2003,2,5,31
31/05/2003,Marketable,Notes,1690261.386,38.95,1690300.336,2,2003,3,2003,2,5,31
31/05/2003,Marketable,Bonds,582200.5835,309.921,582510.5045,3,2003,3,2003,2,5,31
31/05/2003,Marketable,Inflation-Indexed Notes,109175.423,0,109175.423,4,2003,3,2003,2,5,31
31/05/2003,Marketable,Inflation-Indexed Bonds,46152.748,0,46152.748,5,2003,3,2003,2,5,31
31/05/2003,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2003,3,2003,2,5,31
31/05/2003,Total Marketable,_,3338541.48,15383.261,3353924.741,7,2003,3,2003,2,5,31
31/05/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,3,2003,2,5,31
31/05/2003,Nonmarketable,Foreign Series,11756.958,0,11756.958,9,2003,3,2003,2,5,31
31/05/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,3,2003,2,5,31
31/05/2003,Nonmarketable,State and Local Government Series,140651.0266,0,140651.0266,11,2003,3,2003,2,5,31
31/05/2003,Nonmarketable,United States Savings Securities,198462.8025,0,198462.8025,12,2003,3,2003,2,5,31
31/05/2003,Nonmarketable,Government Account Series,53092.518,2766141.847,2819235.365,13,2003,3,2003,2,5,31
31/05/2003,Nonmarketable,Other,4120.352,0,4120.352,14,2003,3,2003,2,5,31
31/05/2003,Total Nonmarketable,_,438079.8901,2766141.847,3204221.737,15,2003,3,2003,2,5,31
31/05/2003,Total Public Debt Outstanding,_,3776622.37,2781525.108,6558147.478,16,2003,3,2003,2,5,31
30/04/2003,Marketable,Bills,929868.904,31.7,929900.604,1,2003,3,2003,2,4,30
30/04/2003,Marketable,Notes,1631282.972,33.95,1631316.922,2,2003,3,2003,2,4,30
30/04/2003,Marketable,Bonds,585436.438,309.921,585746.359,3,2003,3,2003,2,4,30
30/04/2003,Marketable,Inflation-Indexed Notes,108516.905,0,108516.905,4,2003,3,2003,2,4,30
30/04/2003,Marketable,Inflation-Indexed Bonds,45874.271,0,45874.271,5,2003,3,2003,2,4,30
30/04/2003,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2003,3,2003,2,4,30
30/04/2003,Total Marketable,_,3300979.49,15375.561,3316355.051,7,2003,3,2003,2,4,30
30/04/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,3,2003,2,4,30
30/04/2003,Nonmarketable,Foreign Series,12206.958,0,12206.958,9,2003,3,2003,2,4,30
30/04/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,3,2003,2,4,30
30/04/2003,Nonmarketable,State and Local Government Series,145740.97,0,145740.97,11,2003,3,2003,2,4,30
30/04/2003,Nonmarketable,United States Savings Securities,197721.2,0,197721.2,12,2003,3,2003,2,4,30
30/04/2003,Nonmarketable,Government Account Series,12079.055,2742160.176,2754240.231,13,2003,3,2003,2,4,30
30/04/2003,Nonmarketable,Other,4120.687,0,4120.687,14,2003,3,2003,2,4,30
30/04/2003,Total Nonmarketable,_,401866.103,2742160.176,3144026.279,15,2003,3,2003,2,4,30
30/04/2003,Total Public Debt Outstanding,_,3702844.593,2757535.737,6460381.33,16,2003,3,2003,2,4,30
31/03/2003,Marketable,Bills,955018.259,30.7,955048.959,1,2003,2,2003,1,3,31
31/03/2003,Marketable,Notes,1622916.621,18.95,1622935.571,2,2003,2,2003,1,3,31
31/03/2003,Marketable,Bonds,585440.351,309.921,585750.272,3,2003,2,2003,1,3,31
31/03/2003,Marketable,Inflation-Indexed Notes,107699.388,0,107699.388,4,2003,2,2003,1,3,31
31/03/2003,Marketable,Inflation-Indexed Bonds,45528.581,0,45528.581,5,2003,2,2003,1,3,31
31/03/2003,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2003,2,2003,1,3,31
31/03/2003,Total Marketable,_,3316603.2,15359.561,3331962.761,7,2003,2,2003,1,3,31
31/03/2003,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,2,2003,1,3,31
31/03/2003,Nonmarketable,Foreign Series,12206.958,0,12206.958,9,2003,2,2003,1,3,31
31/03/2003,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,2,2003,1,3,31
31/03/2003,Nonmarketable,State and Local Government Series,148825.943,0,148825.943,11,2003,2,2003,1,3,31
31/03/2003,Nonmarketable,United States Savings Securities,196930.117,0,196930.117,12,2003,2,2003,1,3,31
31/03/2003,Nonmarketable,Government Account Series,2720.49,2734104.651,2736824.141,13,2003,2,2003,1,3,31
31/03/2003,Nonmarketable,Other,4029.797,0,4029.797,14,2003,2,2003,1,3,31
31/03/2003,Total Nonmarketable,_,394708.538,2734104.651,3128813.189,15,2003,2,2003,1,3,31
31/03/2003,Total Public Debt Outstanding,_,3711311.738,2749464.212,6460775.95,16,2003,2,2003,1,3,31
28/02/2003,Marketable,Bills,918766.536,28,918794.536,1,2003,2,2003,1,2,28
28/02/2003,Marketable,Notes,1616553.31,19,1616572.31,2,2003,2,2003,1,2,28
28/02/2003,Marketable,Bonds,585445.716,309.921,585755.637,3,2003,2,2003,1,2,28
28/02/2003,Marketable,Inflation-Indexed Notes,107249.034,0,107249.034,4,2003,2,2003,1,2,28
